,Review_title,Review_text,Ratings
4391,Mind-blowing purchase,"Switched from a Mid 2012 Macbook Pro which was way over its intended shelf life and i cannot fathom how far the Macbook have come to be.

Pros:

1. Blazing fast performance, 8GB Ram is plenty even for a professional graphic designer using Photoshop, Illustrator, Sketch & Figma.

2. Amazing Battery life, getting close to 16 hours of Usage time per single charge, that translates to 2 working days of mine.

3. Fast Type C Charging, full charge of laptop in close to 1 and half hours, thats blazi...
READ MORE",5
4392,Best buy at this point in time (October 2021),"I bought the Apple Macbook Air M1 after extensive research. The x86 processors seem to have fallen far behind in performance and battery life, and is also a very confusing lineup with i3, i5, i7 processors. I am buying a device that should last me for around five years at least so my selection parameters were (1) Good processor (2) Good battery life and portability (3) Solid build quality. The M1 with 16 billion transistors was head and shoulders above other processors, and also provided bes...
READ MORE",5
4393,Simply awesome,"The M1 macbook air is the best value for money. Amazing speed, gorgeous display, superb endurance and best in class aesthetics. If u are a non gamer and buying a laptop for serious work, this beast is the one to get( not even macbook pro, since benchmark scores are negligible). A small heads up: The upcoming M2 mac airs are even more powerful but are also costlier and come in garish colours which i personally dislike. So don't wait for the next gen. Just get the M1 air now. U won't be disappo...
READ MORE",5
4394,Delightful,"1st Mac pc in my lifetime, I’m impressed being windows users for multiple decades below are the major benefits came in my mind instantly,

- No heating issues, I can use like phone or tab. Simply to say I use pc place in my thigh
- Display is awesome, feels to work more in sharp displays
- Battery, Wow simply super it’s stay for me a week with daily max of 2 hour of usage, charging timing 10 to 100 max 2 hours
- very slim and light, you need use good case to protect it. Feels very less wei...
READ MORE",4
4395,Terrific purchase,"This machine is beast with M1 chip, monster fast speed processor with premium and class looks. Super thin and light weight.
Highly recommended machine, it's complete worth at this price...go for it",5
4396,Best in the market!,"The MacBook is very amazing, the body is metallic and also very strong. The resolution of the screen is very high and quality is very good. Best part about macbook is battery life, even at high usage it will last continuously for 15-16 hours of massive work on your laptop. Do get an apple protective cover for more safety though, for the very reason that it's expensive and delicate. Overall an amazing experience, have been using since the last 7 months and it works the best. Only Con being the...
READ MORE",5
4397,Just wow!,"The laptop is the best option for someone who is already a mac or iOS user and is one of the best options for someone who isn’t. The fan less design and apple designed M1 chip just make this machine a beast that devours everyday tasks and easily handle some heavy duty tasks as well.
It serves it’s purpose and gets out of the way when you’re done. The instant wake, really fast SSD, best touchpad, excellent speakers and microphones, along with the premium design and the deep integration with r...
READ MORE",5
4398,Highly recommended,Awesome performance and build quality and my codes are working properly without lagign . The great feeling today with MacBook Air M1 8 Gb Ram 256 gb ssd...,5
4399,Terrific,If anyone wants a good battery life or battery backup go for it works smoothly and for students also who study long (6-7) hours . It performs well,5
4400,Classy product,Light weight very good look too fast and very simple to use. App based applications. Excellent quality l like it. Seller sent it within 2 days of booking. Thanks to Flipkart for fast delivery.,5
4401,Fabulous!,Can't ask for more... Literally the best tech piece out there.... Performance... Battery... Sleek design... Portability... And specially after the discounts.. It was a no brainer.. Lack of ports maybe an issue but great dongles are available so anyone who needs a laptop at gif price point you should not think even if you're a pc user and get this.,5
4402,Terrific,Everything is awesome about this product despite that Microsoft office is paid on this which is not good atleast office should be available on it and one more thing android phone doesn't connects through type c to type c cable which is not at all good,5
4403,Wonderful,"Its a beast... Super fast performance.. really a great product for coders... The code which takes around 5 mins to build in windows 10 (i5 7th gen), takes around 30secs in this system.. display is really bright and clean and the swiping gestures are pretty cool... This is the first time I am using any Apple products, but I really liked the user experience and overall performance... Only cons is that, it's a bit costly...",5
4404,Terrific purchase,"The M1 chip on macbook is just awesome.
I had the previous macbook air with intel chip and bought this macbook air with M1 chip for my brother and when compared both of them the macbook air with M1 chip outperforms its predecessor in all aspects.
On comparing both of them there is no area in which it's predecessor is ahead except the new one doesn't have USB 3.1 port.
Only 2 USB type c port which is called thunderbolt 4.

The display is much better.
Screen size is same byt dimensions are more...
READ MORE",5
4405,Nice,"If you are a windows user, go for windows only in case of you are buying for work. Software will work but you will have to adjust from windows to iOS which takes time.
Battery life is really good and sound quality is not like anything else. You'll feel real Dolby digital sound.
Only C type port is given.... Blah blah blah blah... Known things.
It's been week for me to using it but still not satisfied completely yet no question about performance or anything, just adjusting myself from windows...
READ MORE",3
4406,Awesome,"This is my first Apple MacBook product and have to say I have made a very good decision to buy it. Following points on which it outperform:
1. Battery life
2. RAM management
3. Performance
4. Display
This new M1 chip won't support some of the apps and software as it use to. But, for a general usage all the apps and software are optimised. I would definitely recommend this product for designers and coders you require a good processing power and battery life.",5
4407,Just wow!,"I am glad that I chose Flipkart for this purchase as I got the HDFC discount. I am more than happy that I chose the space grey color as it looks fabulous. Performance, camera, battery, quality etc. are all of top quality and hence no doubt. Macbook Air M1 chip is definitely a better choice compared to Macbook Pro. Just go and get your MacBook!🙂",5
4408,Brilliant,"Have been using it for past 6-7 months for software development purposes pretty much Android and iOS development and some server maintenance and backend work as well and let me tell it handles everything like a charm. The battery lasts for about 8-9 hours on a full charge with about 70 percent brightness, it you are into software development just go for it you won't regret this purchase.",5
4409,Super!,"It's a fantastic device. First apple device so still trying to adjust with it as I have always been a windows user from childhood. Looks, performance A class. If in future apple could bring the cost to a more reasonable level, that would be like a cherry on the cake for this device.",5
4410,Super!,"Absolute beast of a system, very satisfied with the purchase, firstly Kudos to flipkart to deliver it on the said time/date. I’ve been using the laptop for more than a week now and very happy for personal and medium to heavy use with many apps opened at a time.

Pros:
- Excellent battery life 1-2 days for an average to heavy user
- No comment needed on Display - above par
- keyboard is very tactile & easy to use
- backlighting is good.

Cons:
Nothing to mention as of now.

Overall, will highl...
READ MORE",5
